teams
team_name,record,conference,division,manager
Arizona Diamondbacks,"69-93,",National,West,Chip Hale
Atlanta Braves,"68-93,",National,East,Fredi Gonzalez
Baltimore Orioles,"89-73,",American,East,Buck Showalter
Boston Red Sox,"93-69,",American,East,John Farrell
Chicago Cubs,"103-58,",National,Central,Joe Maddon
Chicago White Sox,"78-84,",American,Central,Robin Ventura
Cincinnati Reds,"68-94,",National,Central,Bryan Price
Cleveland Indians,"94-67,",American,Central,Terry Francona
Colorado Rockies,"75-87,",National,West,Walt Weiss
Detroid Tigers,"86-75,",American,Central,Brad Ausmus
Houston Astros,"84-78,",American,West,A.J. Hinch
Kansas City Royals,"81-81,",American,Central,Ned Yost
Los Angeles Angels of Anaheim,"74-88,",American,West,Mike Scioscia
Los Angeles Dodgers,"91-71,",National,West,Dave Roberts
Miami Marlins,"79-82,",National,East,Don Mattingly
Milwaukee Brewers,"73-89,",National,Central,Craig Counsell
Minnesota Twins,"59-103,",American,Central,Paul Molitor
New York Mets,"87-75,",National,East,Terry Collins
New York Yankees,"84-78,",American,East,Joe Girardi
Oakland Athletics,"69-93,",American,West,Bob Melvin
Philadelphia Phillies,"71-91,",National,East,Pete Mackanin
Pittsbugh Pirates,"78-83,",National,Central,Clint Hurdle
San Diego Padres,"68-94,",National,West,Andy Green
San Francisco Giants,"87-75,",National,West,Bruce Bochy
Seattle Mariners,"86-76,",American,West,Scott Servais
St. Louis Cardinals,"86-76,",National,Central,Mike Matheny
Tampa Bay Rays,"68-94,",American,East,Kevin Cash
Texas Rangers,"95-67,",American,West,Jeff Banister
Toronto Blue Jays,"89-73,",American,East,John Gibbons
Washington Nationals,"95-67,",National,East,Dusty Baker



players
player_id,first_name,last_name,position,bats,throws,contract_status,full_legal_name
811,[36811],['New York Mets']
812,[36812],['New York Mets']
813,[36813],['New York Mets']
814,[36814],['New York Mets']
815,[36815],['New York Mets']
816,[36816],['New York Mets']
817,[36817],['New York Mets']
818,[36818],['New York Mets']
819,[36819],['New York Mets']
820,[36820],['New York Mets']
821,"[36821, 48821]","['New York Mets', 'San Francisco Giants']"
822,[36822],['New York Mets']
823,[36823],['New York Mets']
824,[36824],['New York Mets']
825,"[36825, 56825]","['New York Mets', 'Texas Rangers']"
826,[36826],['New York Mets']
827,[36827],['New York Mets']
828,[36828],['New York Mets']
829,[36829],['New York Mets']
830,[36830],['New York Mets']
831,[36831],['New York Mets']
832,[36832],['New York Mets']
833,[36833],['New York Mets']
834,[36834],['New York Mets']
835,[36835],['New York Mets']
836,[36836],['New York Mets']
837,[36837],['New York Mets']
838,[36838],['New York Mets']
839,[36839],['New York Mets']
840,"[36840, 44840]","['New York Mets', 'Pittsbugh Pirates']"
841,[36841],['New York Mets']
842,[36842],['New York Mets']
843,[36843],['New York Mets']
844,[36844],['New York Mets']
845,"[36845, 44845]","['New York Mets', 'Pittsbugh Pirates']"
846,[36846],['New York Mets']
847,[36847],['New York Mets']
848,[38848],['New York Yankees']
849,[38849],['New York Yankees']
850,[38850],['New York Yankees']
851,[38851],['New York Yankees']
852,[38852],['New York Yankees']
853,[38853],['New York Yankees']
854,[38854],['New York Yankees']
855,[38855],['New York Yankees']
856,[38856],['New York Yankees']
857,"[38857, 56857]","['New York Yankees', 'Texas Rangers']"
858,[38858],['New York Yankees']
859,[38859],['New York Yankees']
860,[38860],['New York Yankees']
861,[38861],['New York Yankees']
862,[38862],['New York Yankees']
863,[38863],['New York Yankees']
864,[38864],['New York Yankees']
865,"[38865, 40865]","['New York Yankees', 'Oakland Athletics']"
866,[38866],['New York Yankees']
867,[38867],['New York Yankees']
868,[38868],['New York Yankees']
869,"[38869, 50869]","['New York Yankees', 'Seattle Mariners']"
870,[38870],['New York Yankees']
871,[38871],['New York Yankees']
872,[38872],['New York Yankees']
873,"[38873, 44873]","['New York Yankees', 'Pittsbugh Pirates']"
874,[38874],['New York Yankees']
875,[38875],['New York Yankees']
876,[38876],['New York Yankees']
877,[38877],['New York Yankees']
878,[38878],['New York Yankees']
879,[38879],['New York Yankees']
880,[38880],['New York Yankees']
881,[38881],['New York Yankees']
882,[38882],['New York Yankees']
883,[38883],['New York Yankees']
884,[38884],['New York Yankees']
885,"[38885, 44885]","['New York Yankees', 'Pittsbugh Pirates']"
886,[38886],['New York Yankees']
887,[38887],['New York Yankees']
888,[38888],['New York Yankees']
889,[38889],['New York Yankees']
890,[38890],['New York Yankees']
891,[38891],['New York Yankees']
892,[38892],['New York Yankees']
893,"[38893, 50893]","['New York Yankees', 'Seattle Mariners']"
894,[38894],['New York Yankees']
895,[38895],['New York Yankees']
896,[40896],['Oakland Athletics']
897,[40897],['Oakland Athletics']
898,[40898],['Oakland Athletics']
899,[40899],['Oakland Athletics']
900,[40900],['Oakland Athletics']
901,[40901],['Oakland Athletics']
902,[40902],['Oakland Athletics']
903,[40903],['Oakland Athletics']
904,[40904],['Oakland Athletics']
905,[40905],['Oakland Athletics']
906,[40906],['Oakland Athletics']
907,[40907],['Oakland Athletics']
908,[40908],['Oakland Athletics']
909,[40909],['Oakland Athletics']
910,[40910],['Oakland Athletics']
911,[40911],['Oakland Athletics']
912,[40912],['Oakland Athletics']
913,[40913],['Oakland Athletics']
914,[40914],['Oakland Athletics']
915,[40915],['Oakland Athletics']
916,[40916],['Oakland Athletics']
917,[40917],['Oakland Athletics']
918,[40918],['Oakland Athletics']
919,[40919],['Oakland Athletics']
920,[40920],['Oakland Athletics']
921,[40921],['Oakland Athletics']
922,[40922],['Oakland Athletics']
923,[40923],['Oakland Athletics']
924,[40924],['Oakland Athletics']
925,[40925],['Oakland Athletics']
926,[40926],['Oakland Athletics']
927,[40927],['Oakland Athletics']
928,[40928],['Oakland Athletics']
929,[40929],['Oakland Athletics']
930,[40930],['Oakland Athletics']
931,"[40931, 42931]","['Oakland Athletics', 'Philadelphia Phillies']"
932,[40932],['Oakland Athletics']
933,[40933],['Oakland Athletics']
934,[40934],['Oakland Athletics']
935,[40935],['Oakland Athletics']
936,[40936],['Oakland Athletics']
937,[40937],['Oakland Athletics']
938,"[40938, 60938]","['Oakland Athletics', 'Washington Nationals']"
939,[42939],['Philadelphia Phillies']
940,[42940],['Philadelphia Phillies']
941,[42941],['Philadelphia Phillies']
942,[42942],['Philadelphia Phillies']
943,[42943],['Philadelphia Phillies']
944,[42944],['Philadelphia Phillies']
945,[42945],['Philadelphia Phillies']
946,[42946],['Philadelphia Phillies']
947,[42947],['Philadelphia Phillies']
948,[42948],['Philadelphia Phillies']
949,[42949],['Philadelphia Phillies']
950,[42950],['Philadelphia Phillies']
951,"[42951, 58951]","['Philadelphia Phillies', 'Toronto Blue Jays']"
952,[42952],['Philadelphia Phillies']
953,[42953],['Philadelphia Phillies']
954,[42954],['Philadelphia Phillies']
955,[42955],['Philadelphia Phillies']
956,[42956],['Philadelphia Phillies']
957,[42957],['Philadelphia Phillies']
958,[42958],['Philadelphia Phillies']
959,[42959],['Philadelphia Phillies']
960,[42960],['Philadelphia Phillies']
961,[42961],['Philadelphia Phillies']
962,[42962],['Philadelphia Phillies']
963,[42963],['Philadelphia Phillies']
964,[42964],['Philadelphia Phillies']
965,[42965],['Philadelphia Phillies']
966,[42966],['Philadelphia Phillies']
967,[42967],['Philadelphia Phillies']
968,"[42968, 56968]","['Philadelphia Phillies', 'Texas Rangers']"
969,[42969],['Philadelphia Phillies']
970,[42970],['Philadelphia Phillies']
971,[42971],['Philadelphia Phillies']
972,[42972],['Philadelphia Phillies']
973,[42973],['Philadelphia Phillies']
974,[42974],['Philadelphia Phillies']
975,[42975],['Philadelphia Phillies']
976,[42976],['Philadelphia Phillies']
977,[42977],['Philadelphia Phillies']
978,[42978],['Philadelphia Phillies']
979,[42979],['Philadelphia Phillies']
980,[42980],['Philadelphia Phillies']
981,[42981],['Philadelphia Phillies']
982,[42982],['Philadelphia Phillies']
983,[44983],['Pittsbugh Pirates']
984,[44984],['Pittsbugh Pirates']
985,[44985],['Pittsbugh Pirates']
986,[44986],['Pittsbugh Pirates']
987,[44987],['Pittsbugh Pirates']
988,[44988],['Pittsbugh Pirates']
989,[44989],['Pittsbugh Pirates']
990,[44990],['Pittsbugh Pirates']
991,[44991],['Pittsbugh Pirates']
992,[44992],['Pittsbugh Pirates']
993,[44993],['Pittsbugh Pirates']
994,[44994],['Pittsbugh Pirates']
995,[44995],['Pittsbugh Pirates']
996,[44996],['Pittsbugh Pirates']
997,"[44997, 52997]","['Pittsbugh Pirates', 'St. Louis Cardinals']"
998,[44998],['Pittsbugh Pirates']
999,[44999],['Pittsbugh Pirates']
1000,[45000],['Pittsbugh Pirates']
1001,[45001],['Pittsbugh Pirates']
1002,[45002],['Pittsbugh Pirates']
1003,[45003],['Pittsbugh Pirates']
1004,[45004],['Pittsbugh Pirates']
1005,[45005],['Pittsbugh Pirates']
1006,[45006],['Pittsbugh Pirates']
1007,"[45007, 59007]","['Pittsbugh Pirates', 'Toronto Blue Jays']"
1008,[45008],['Pittsbugh Pirates']
1009,[45009],['Pittsbugh Pirates']
1010,[45010],['Pittsbugh Pirates']
1011,[45011],['Pittsbugh Pirates']
1012,[45012],['Pittsbugh Pirates']
1013,[45013],['Pittsbugh Pirates']
1014,[45014],['Pittsbugh Pirates']
1015,[45015],['Pittsbugh Pirates']
1016,[45016],['Pittsbugh Pirates']
1017,[45017],['Pittsbugh Pirates']
1018,[45018],['Pittsbugh Pirates']
1019,"[45019, 51019]","['Pittsbugh Pirates', 'Seattle Mariners']"
1020,[45020],['Pittsbugh Pirates']
1021,"[45021, 51021]","['Pittsbugh Pirates', 'Seattle Mariners']"
1022,"[45022, 59022]","['Pittsbugh Pirates', 'Toronto Blue Jays']"
1023,[45023],['Pittsbugh Pirates']
1024,"[45024, 61024]","['Pittsbugh Pirates', 'Washington Nationals']"
1025,[45025],['Pittsbugh Pirates']
1026,"[45026, 61026]","['Pittsbugh Pirates', 'Washington Nationals']"
1027,[45027],['Pittsbugh Pirates']
1028,[45028],['Pittsbugh Pirates']
1029,[45029],['Pittsbugh Pirates']
1030,[45030],['Pittsbugh Pirates']
1031,[45031],['Pittsbugh Pirates']
1032,[47032],['San Diego Padres']
1033,[47033],['San Diego Padres']
1034,[47034],['San Diego Padres']
1035,"[47035, 55035]","['San Diego Padres', 'Tampa Bay Rays']"
1036,[47036],['San Diego Padres']
1037,"[47037, 59037]","['San Diego Padres', 'Toronto Blue Jays']"
1038,[47038],['San Diego Padres']
1039,[47039],['San Diego Padres']
1040,[47040],['San Diego Padres']
1041,[47041],['San Diego Padres']
1042,[47042],['San Diego Padres']
1043,[47043],['San Diego Padres']
1044,[47044],['San Diego Padres']
1045,"[47045, 51045]","['San Diego Padres', 'Seattle Mariners']"
1046,[47046],['San Diego Padres']
1047,[47047],['San Diego Padres']
1048,[47048],['San Diego Padres']
1049,[47049],['San Diego Padres']
1050,[47050],['San Diego Padres']
1051,[47051],['San Diego Padres']
1052,[47052],['San Diego Padres']
1053,[47053],['San Diego Padres']
1054,[47054],['San Diego Padres']
1055,[47055],['San Diego Padres']
1056,[47056],['San Diego Padres']
1057,[47057],['San Diego Padres']
1058,[47058],['San Diego Padres']
1059,[47059],['San Diego Padres']
1060,[47060],['San Diego Padres']
1061,[47061],['San Diego Padres']
1062,[47062],['San Diego Padres']
1063,[47063],['San Diego Padres']
1064,[47064],['San Diego Padres']
1065,[47065],['San Diego Padres']
1066,[47066],['San Diego Padres']
1067,[47067],['San Diego Padres']
1068,[47068],['San Diego Padres']
1069,[47069],['San Diego Padres']
1070,[47070],['San Diego Padres']
1071,[47071],['San Diego Padres']
1072,[47072],['San Diego Padres']
1073,[47073],['San Diego Padres']
1074,[49074],['San Francisco Giants']
1075,[49075],['San Francisco Giants']
1076,[49076],['San Francisco Giants']
1077,[49077],['San Francisco Giants']
1078,[49078],['San Francisco Giants']
1079,[49079],['San Francisco Giants']
1080,[49080],['San Francisco Giants']
1081,[49081],['San Francisco Giants']
1082,[49082],['San Francisco Giants']
1083,[49083],['San Francisco Giants']
1084,[49084],['San Francisco Giants']
1085,[49085],['San Francisco Giants']
1086,[49086],['San Francisco Giants']
1087,[49087],['San Francisco Giants']
1088,[49088],['San Francisco Giants']
1089,[49089],['San Francisco Giants']
1090,[49090],['San Francisco Giants']
1091,"[49091, 53091]","['San Francisco Giants', 'St. Louis Cardinals']"
1092,[49092],['San Francisco Giants']
1093,[49093],['San Francisco Giants']
1094,[49094],['San Francisco Giants']
1095,[49095],['San Francisco Giants']
1096,"[49096, 55096]","['San Francisco Giants', 'Tampa Bay Rays']"
1097,[49097],['San Francisco Giants']
1098,[49098],['San Francisco Giants']
1099,[49099],['San Francisco Giants']
1100,[49100],['San Francisco Giants']
1101,[49101],['San Francisco Giants']
1102,[49102],['San Francisco Giants']
1103,[49103],['San Francisco Giants']
1104,[49104],['San Francisco Giants']
1105,[49105],['San Francisco Giants']
1106,[49106],['San Francisco Giants']
1107,[49107],['San Francisco Giants']
1108,[49108],['San Francisco Giants']
1109,[49109],['San Francisco Giants']
1110,[49110],['San Francisco Giants']
1111,[49111],['San Francisco Giants']
1112,[49112],['San Francisco Giants']
1113,[51113],['Seattle Mariners']
1114,[51114],['Seattle Mariners']
1115,[51115],['Seattle Mariners']
1116,[51116],['Seattle Mariners']
1117,[51117],['Seattle Mariners']
1118,[51118],['Seattle Mariners']
1119,[51119],['Seattle Mariners']
1120,[51120],['Seattle Mariners']
1121,[51121],['Seattle Mariners']
1122,[51122],['Seattle Mariners']
1123,[51123],['Seattle Mariners']
1124,[51124],['Seattle Mariners']
1125,[51125],['Seattle Mariners']
1126,[51126],['Seattle Mariners']
1127,[51127],['Seattle Mariners']
1128,[51128],['Seattle Mariners']
1129,[51129],['Seattle Mariners']
1130,[51130],['Seattle Mariners']
1131,[51131],['Seattle Mariners']
1132,[51132],['Seattle Mariners']
1133,[51133],['Seattle Mariners']
1134,[51134],['Seattle Mariners']
1135,[51135],['Seattle Mariners']
1136,[51136],['Seattle Mariners']
1137,[51137],['Seattle Mariners']
1138,[51138],['Seattle Mariners']
1139,[51139],['Seattle Mariners']
1140,[51140],['Seattle Mariners']
1141,[51141],['Seattle Mariners']
1142,[51142],['Seattle Mariners']
1143,[51143],['Seattle Mariners']
1144,[51144],['Seattle Mariners']
1145,[51145],['Seattle Mariners']
1146,[51146],['Seattle Mariners']
1147,[51147],['Seattle Mariners']
1148,"[51148, 57148]","['Seattle Mariners', 'Texas Rangers']"
1149,"[51149, 59149]","['Seattle Mariners', 'Toronto Blue Jays']"
1150,[51150],['Seattle Mariners']
1151,"[51151, 59151]","['Seattle Mariners', 'Toronto Blue Jays']"
1152,[51152],['Seattle Mariners']
1153,[51153],['Seattle Mariners']
1154,"[51154, 59154]","['Seattle Mariners', 'Toronto Blue Jays']"
1155,[51155],['Seattle Mariners']
1156,[53156],['St. Louis Cardinals']
1157,[53157],['St. Louis Cardinals']
1158,[53158],['St. Louis Cardinals']
1159,[53159],['St. Louis Cardinals']
1160,[53160],['St. Louis Cardinals']
1161,[53161],['St. Louis Cardinals']
1162,[53162],['St. Louis Cardinals']
1163,[53163],['St. Louis Cardinals']
1164,[53164],['St. Louis Cardinals']
1165,[53165],['St. Louis Cardinals']
1166,[53166],['St. Louis Cardinals']
1167,[53167],['St. Louis Cardinals']
1168,[53168],['St. Louis Cardinals']
1169,[53169],['St. Louis Cardinals']
1170,[53170],['St. Louis Cardinals']
1171,[53171],['St. Louis Cardinals']
1172,[53172],['St. Louis Cardinals']
1173,[53173],['St. Louis Cardinals']
1174,[53174],['St. Louis Cardinals']
1175,[53175],['St. Louis Cardinals']
1176,[53176],['St. Louis Cardinals']
1177,[53177],['St. Louis Cardinals']
1178,[53178],['St. Louis Cardinals']
1179,[53179],['St. Louis Cardinals']
1180,[53180],['St. Louis Cardinals']
1181,[53181],['St. Louis Cardinals']
1182,[53182],['St. Louis Cardinals']
1183,[53183],['St. Louis Cardinals']
1184,[53184],['St. Louis Cardinals']
1185,[53185],['St. Louis Cardinals']
1186,[53186],['St. Louis Cardinals']
1187,[53187],['St. Louis Cardinals']
1188,[53188],['St. Louis Cardinals']
1189,[53189],['St. Louis Cardinals']
1190,[53190],['St. Louis Cardinals']
1191,[53191],['St. Louis Cardinals']
1192,[53192],['St. Louis Cardinals']
1193,[53193],['St. Louis Cardinals']
1194,[55194],['Tampa Bay Rays']
1195,[55195],['Tampa Bay Rays']
1196,[55196],['Tampa Bay Rays']
1197,[55197],['Tampa Bay Rays']
1198,[55198],['Tampa Bay Rays']
1199,[55199],['Tampa Bay Rays']
1200,[55200],['Tampa Bay Rays']
1201,[55201],['Tampa Bay Rays']
1202,[55202],['Tampa Bay Rays']
1203,[55203],['Tampa Bay Rays']
1204,[55204],['Tampa Bay Rays']
1205,[55205],['Tampa Bay Rays']
1206,[55206],['Tampa Bay Rays']
1207,[55207],['Tampa Bay Rays']
1208,[55208],['Tampa Bay Rays']
1209,[55209],['Tampa Bay Rays']
1210,[55210],['Tampa Bay Rays']
1211,[55211],['Tampa Bay Rays']
1212,[55212],['Tampa Bay Rays']
1213,[55213],['Tampa Bay Rays']
1214,[55214],['Tampa Bay Rays']
1215,[55215],['Tampa Bay Rays']
1216,[55216],['Tampa Bay Rays']
1217,[55217],['Tampa Bay Rays']
1218,[55218],['Tampa Bay Rays']
1219,[55219],['Tampa Bay Rays']
1220,[55220],['Tampa Bay Rays']
1221,[55221],['Tampa Bay Rays']
1222,[55222],['Tampa Bay Rays']
1223,[55223],['Tampa Bay Rays']
1224,[55224],['Tampa Bay Rays']
1225,[55225],['Tampa Bay Rays']
1226,[55226],['Tampa Bay Rays']
1227,[55227],['Tampa Bay Rays']
1228,[55228],['Tampa Bay Rays']
1229,[55229],['Tampa Bay Rays']
1230,[55230],['Tampa Bay Rays']
1231,[55231],['Tampa Bay Rays']
1232,[55232],['Tampa Bay Rays']
1233,[57233],['Texas Rangers']
1234,[57234],['Texas Rangers']
1235,[57235],['Texas Rangers']
1236,[57236],['Texas Rangers']
1237,[57237],['Texas Rangers']
1238,[57238],['Texas Rangers']
1239,[57239],['Texas Rangers']
1240,[57240],['Texas Rangers']
1241,[57241],['Texas Rangers']
1242,[57242],['Texas Rangers']
1243,[57243],['Texas Rangers']
1244,[57244],['Texas Rangers']
1245,[57245],['Texas Rangers']
1246,[57246],['Texas Rangers']
1247,[57247],['Texas Rangers']
1248,[57248],['Texas Rangers']
1249,[57249],['Texas Rangers']
1250,[57250],['Texas Rangers']
1251,[57251],['Texas Rangers']
1252,[57252],['Texas Rangers']
1253,[57253],['Texas Rangers']
1254,[57254],['Texas Rangers']
1255,[57255],['Texas Rangers']
1256,[57256],['Texas Rangers']
1257,[57257],['Texas Rangers']
1258,[57258],['Texas Rangers']
1259,[57259],['Texas Rangers']
1260,[57260],['Texas Rangers']
1261,[57261],['Texas Rangers']
1262,[57262],['Texas Rangers']
1263,[57263],['Texas Rangers']
1264,[57264],['Texas Rangers']
1265,[57265],['Texas Rangers']
1266,[57266],['Texas Rangers']
1267,[57267],['Texas Rangers']
1268,[57268],['Texas Rangers']
1269,[57269],['Texas Rangers']
1270,[57270],['Texas Rangers']
1271,[57271],['Texas Rangers']
1272,[59272],['Toronto Blue Jays']
1273,[59273],['Toronto Blue Jays']
1274,[59274],['Toronto Blue Jays']
1275,[59275],['Toronto Blue Jays']
1276,[59276],['Toronto Blue Jays']
1277,[59277],['Toronto Blue Jays']
1278,[59278],['Toronto Blue Jays']
1279,[59279],['Toronto Blue Jays']
1280,[59280],['Toronto Blue Jays']
1281,[59281],['Toronto Blue Jays']
1282,[59282],['Toronto Blue Jays']
1283,[59283],['Toronto Blue Jays']
1284,[59284],['Toronto Blue Jays']
1285,[59285],['Toronto Blue Jays']
1286,[59286],['Toronto Blue Jays']
1287,[59287],['Toronto Blue Jays']
1288,[59288],['Toronto Blue Jays']
1289,[59289],['Toronto Blue Jays']
1290,[59290],['Toronto Blue Jays']
1291,[59291],['Toronto Blue Jays']
1292,[59292],['Toronto Blue Jays']
1293,[59293],['Toronto Blue Jays']
1294,[59294],['Toronto Blue Jays']
1295,[59295],['Toronto Blue Jays']
1296,[59296],['Toronto Blue Jays']
1297,[59297],['Toronto Blue Jays']
1298,[59298],['Toronto Blue Jays']
1299,[59299],['Toronto Blue Jays']
1300,[59300],['Toronto Blue Jays']
1301,[59301],['Toronto Blue Jays']
1302,[59302],['Toronto Blue Jays']
1303,[59303],['Toronto Blue Jays']
1304,[59304],['Toronto Blue Jays']
1305,[59305],['Toronto Blue Jays']
1306,[59306],['Toronto Blue Jays']
1307,[59307],['Toronto Blue Jays']
1308,[59308],['Toronto Blue Jays']
1309,[59309],['Toronto Blue Jays']
1310,[61310],['Washington Nationals']
1311,[61311],['Washington Nationals']
1312,[61312],['Washington Nationals']
1313,[61313],['Washington Nationals']
1314,[61314],['Washington Nationals']
1315,[61315],['Washington Nationals']
1316,[61316],['Washington Nationals']
1317,[61317],['Washington Nationals']
1318,[61318],['Washington Nationals']
1319,[61319],['Washington Nationals']
1320,[61320],['Washington Nationals']
1321,[61321],['Washington Nationals']
1322,[61322],['Washington Nationals']
1323,[61323],['Washington Nationals']
1324,[61324],['Washington Nationals']
1325,[61325],['Washington Nationals']
1326,[61326],['Washington Nationals']
1327,[61327],['Washington Nationals']
1328,[61328],['Washington Nationals']
1329,[61329],['Washington Nationals']
1330,[61330],['Washington Nationals']
1331,[61331],['Washington Nationals']
1332,[61332],['Washington Nationals']
1333,[61333],['Washington Nationals']
1334,[61334],['Washington Nationals']
1335,[61335],['Washington Nationals']
1336,[61336],['Washington Nationals']
1337,[61337],['Washington Nationals']
1338,[61338],['Washington Nationals']
1339,[61339],['Washington Nationals']
1340,[61340],['Washington Nationals']
1341,[61341],['Washington Nationals']
1342,[61342],['Washington Nationals']
1343,[61343],['Washington Nationals']
1344,[61344],['Washington Nationals']
1345,[61345],['Washington Nationals']
1346,[61346],['Washington Nationals']
1347,[61347],['Washington Nationals']
1348,[61348],['Washington Nationals']



batting
player_team_id,runs,at_bats,hits,homeruns,runs_batted_in,stolen_bases
2000,41,416,110,14,68,2
2001,106,579,172,24,95,32
2002,102,637,203,20,64,33
2003,26,284,62,4,20,5
2004,81,523,130,29,91,6
2005,59,461,130,16,53,1
2006,43,329,86,3,30,13
2007,72,530,144,31,83,2
2008,52,437,121,5,49,21
2009,26,220,61,2,13,3
2010,29,180,43,9,27,5
2011,23,171,43,4,15,2
2012,21,148,42,6,28,4
2013,9,109,25,5,17,0
2014,8,90,14,3,7,0
2015,10,95,17,4,12,2
2016,6,64,9,5,9,0
2017,9,41,10,2,4,4
2018,5,31,6,2,7,0
2019,1,11,2,1,1,0
2020,0,9,0,0,0,0
2021,3,53,10,1,2,0
2022,4,52,11,0,3,1
2023,7,49,15,0,4,0
2024,2,43,3,0,4,0
2025,4,32,4,0,0,0
2026,2,26,3,0,2,1
2027,1,18,2,0,0,0
2028,0,14,1,0,1,0
2029,0,3,0,0,0,0
2030,0,2,0,0,0,0
2031,0,2,0,0,0,0
2032,0,2,0,0,0,0
2033,0,2,0,0,0,0
2034,0,1,0,0,0,0
2035,0,1,0,0,0,0
2036,0,0,0,0,0,0
2037,0,0,0,0,0,0
2038,0,0,0,0,0,0
2039,0,0,0,0,0,0
2040,0,0,0,0,0,0
2041,0,0,0,0,0,0
2042,0,0,0,0,0,0
2043,0,0,0,0,0,0
2044,0,0,0,0,0,0
2045,0,0,0,0,0,0
2046,0,0,0,0,0,0
2047,0,0,0,0,0,0
2048,0,0,0,0,0,0
2049,0,0,0,0,0,0
4050,27,281,76,8,41,0
4051,102,589,178,34,91,6
4052,45,350,89,7,29,5
4053,27,335,81,2,26,3
4054,65,532,145,14,65,3
4055,35,214,60,12,39,1
4056,85,522,152,3,29,16
4057,67,599,161,13,89,0
4058,29,257,64,7,33,2
4059,25,240,52,5,30,1
4060,24,233,57,1,21,9
4061,15,247,54,2,23,1
4062,28,189,45,3,22,16
4063,20,129,39,3,17,3
4064,8,130,26,0,7,1
4065,8,121,26,1,10,1
4066,6,90,25,2,15,1
4067,8,46,11,4,9,0
4068,6,38,8,0,3,1
4069,6,38,9,1,3,4
4070,3,29,6,0,1,0
4071,2,19,4,0,2,0
4072,0,13,2,0,1,0
4073,1,7,2,0,2,1
4074,0,3,0,0,0,0
4075,1,49,10,0,2,0
4076,2,46,7,0,2,0
4077,3,36,5,0,1,0
4078,0,21,1,0,0,0
4079,1,12,2,0,0,0
4080,0,17,0,0,0,0
4081,0,16,3,0,1,0
4082,0,13,0,0,0,0
4083,0,10,2,0,0,0
4084,0,7,0,0,0,0
4085,0,8,0,0,0,0
4086,0,8,2,0,1,0
4037,0,6,0,0,0,0
4087,0,6,0,0,0,0
4088,0,4,0,0,0,0
4089,0,2,0,0,0,0
4090,0,1,0,0,0,0
4091,0,1,0,0,0,0
4092,0,0,0,0,0,0
4093,0,0,0,0,0,0
4094,0,0,0,0,0,0
4095,0,0,0,0,0,0
4096,0,0,0,0,0,0
4097,0,0,0,0,0,0
4098,0,0,0,0,0,0
4099,0,0,0,0,0,0
4100,0,0,0,0,0,0
4101,0,0,0,0,0,0
4102,0,0,0,0,0,0
4103,0,0,0,0,0,0
4104,0,0,0,0,0,0
4105,0,0,0,0,0,0
4106,0,0,0,0,0,0
4107,0,0,0,0,0,0
4108,0,0,0,0,0,0
6109,48,423,103,17,66,1
6110,99,566,125,38,84,1
6111,82,615,164,25,82,1
6112,43,405,109,9,48,0
6113,105,640,188,37,96,0
6114,36,305,92,6,22,1
6115,86,619,164,29,83,2
6116,94,613,157,47,108,2
6117,43,337,84,22,49,1
6118,32,257,69,5,19,4
6119,25,203,45,6,15,1
6120,16,157,34,3,15,2
6121,7,132,23,0,0,0
6122,9,60,13,3,6,0
6006,5,46,13,2,8,2
6123,5,40,8,1,3,0
6124,3,31,6,0,0,0
6069,1,22,3,0,1,1
6125,3,14,5,3,5,0
6126,1,13,4,0,0,0
6127,0,3,1,0,0,0
6128,1,4,2,0,0,0
6129,0,4,1,0,0,0
6130,0,4,0,0,0,0
6131,0,2,0,0,0,0
6132,0,3,0,0,0,0
6133,0,2,0,0,0,0
6134,0,2,0,0,0,0
6135,0,1,0,0,0,0
6136,0,1,0,0,0,0
6137,0,0,0,0,0,0
6138,0,0,0,0,0,0
6139,0,0,0,0,0,0
6140,0,0,0,0,0,0
6141,0,0,0,0,0,0
6142,0,0,0,0,0,0
6143,0,0,0,0,0,0
6144,0,0,0,0,0,0
6099,0,0,0,0,0,0
6145,0,0,0,0,0,0
6146,0,0,0,0,0,0
6147,0,0,0,0,0,0
6148,0,0,0,0,0,0
6149,0,0,0,0,0,0
6150,0,0,0,0,0,0
6151,0,0,0,0,0,0
6152,0,0,0,0,0,0
8153,36,252,78,7,35,0
8154,81,549,157,30,111,9
8155,105,633,201,15,74,7
8156,115,652,192,21,89,13
8157,63,480,116,16,71,5
8158,45,290,74,7,34,4
8159,94,558,149,26,87,9
8160,122,672,214,31,113,26
8161,79,537,169,38,127,2
8162,29,203,56,9,24,4
8163,21,172,39,1,12,0
8164,14,124,27,2,9,0
8165,16,105,31,2,14,1
8166,9,105,18,1,14,0
8167,1,6,1,0,0,0
8168,9,62,16,0,5,0
8169,8,61,17,1,7,0
8170,9,49,13,0,3,2
8171,11,51,15,1,5,1
8172,3,33,7,0,1,0
8173,3,19,4,0,1,0
8174,0,12,1,0,0,0
8175,4,8,2,0,0,0
8176,0,6,0,0,0,0
8177,1,5,0,0,0,0
8178,0,1,0,0,0,0
8179,0,10,0,0,0,0
8180,0,5,1,0,0,0
8181,0,4,0,0,0,0
8182,0,2,0,0,0,0
8183,0,2,0,0,0,0
8184,0,2,0,0,0,0
8185,0,0,0,0,0,0
8186,0,0,0,0,0,0
