teams
team_name,record,conference,division,manager
Arizona Diamondbacks,"69-93,",National,West,Chip Hale
Atlanta Braves,"68-93,",National,East,Fredi Gonzalez
Baltimore Orioles,"89-73,",American,East,Buck Showalter
Boston Red Sox,"93-69,",American,East,John Farrell
Chicago Cubs,"103-58,",National,Central,Joe Maddon
Chicago White Sox,"78-84,",American,Central,Robin Ventura
Cincinnati Reds,"68-94,",National,Central,Bryan Price
Cleveland Indians,"94-67,",American,Central,Terry Francona
Colorado Rockies,"75-87,",National,West,Walt Weiss
Detroid Tigers,"86-75,",American,Central,Brad Ausmus
Houston Astros,"84-78,",American,West,A.J. Hinch
Kansas City Royals,"81-81,",American,Central,Ned Yost
Los Angeles Angels of Anaheim,"74-88,",American,West,Mike Scioscia
Los Angeles Dodgers,"91-71,",National,West,Dave Roberts
Miami Marlins,"79-82,",National,East,Don Mattingly
Milwaukee Brewers,"73-89,",National,Central,Craig Counsell
Minnesota Twins,"59-103,",American,Central,Paul Molitor
New York Mets,"87-75,",National,East,Terry Collins
New York Yankees,"84-78,",American,East,Joe Girardi
Oakland Athletics,"69-93,",American,West,Bob Melvin
Philadelphia Phillies,"71-91,",National,East,Pete Mackanin
Pittsbugh Pirates,"78-83,",National,Central,Clint Hurdle
San Diego Padres,"68-94,",National,West,Andy Green
San Francisco Giants,"87-75,",National,West,Bruce Bochy
Seattle Mariners,"86-76,",American,West,Scott Servais
St. Louis Cardinals,"86-76,",National,Central,Mike Matheny
Tampa Bay Rays,"68-94,",American,East,Kevin Cash
Texas Rangers,"95-67,",American,West,Jeff Banister
Toronto Blue Jays,"89-73,",American,East,John Gibbons
Washington Nationals,"95-67,",National,East,Dusty Baker



players
player_id,first_name,last_name,position,bats,throws,contract_status,full_legal_name
833,Seth,Lugo,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$544k (17)",Jacob Seth Lugo 
834,Robert,Gsellman,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$542k (17)",Robert John Gsellman 
835,Rafael,Montero,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$541k (17)",Rafael (Quezada) Montero 
836,Gabriel,Ynoa,Pitcher,Right,Right,Pre-Arb Eligible,Gabriel (Gomez) Ynoa 
837,Hansel,Robles,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$553k (17)",Hansel Manuel (Sanchez) Robles 
838,Josh,Smoker,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$537k (17)",Joshua Michael Smoker 
839,Jerry,Blevins,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$6.5M (17) & 18 team option",Jerry Richard Blevins 
840,Jon,Niese,Pitcher,Left,Left,Contract Info Unavailable,Jonathon Joseph Niese 
841,Addison,Reed,Pitcher,Left,Right,"Signed thru 2017, 1 yr/$7.75M (17)",Addison Devon Reed 
842,Josh,Edgin,Pitcher,Right,Left,"Signed thru 2017, 1 yr/$675k (17)",Joshua Wayne Edgin 
843,Jeurys,Familia,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$7.43M (17)",Jeurys Familia 
844,Sean,Gilmartin,Pitcher,Left,Left,Pre-Arb Eligible,Sean Patrick Gilmartin 
845,Antonio,Bastardo,Pitcher,Right,Left,"Signed thru 2017, 2 yrs/$12M (16-17)",Antonio Francisco (Rafael) Bastardo 
846,Jim,Henderson,Pitcher,Left,Right,Contract Info Unavailable,James Duffy Henderson 
847,Erik,Goeddel,Pitcher,Right,Right,Pre-Arb Eligible,Erik Van Norman Goeddel 
848,Brian,McCann,Catcher,Left,Right,"Signed thru 2018, 5 yrs/$85M (14-18) & 19 team option",Brian Michael McCann 
849,Mark,Teixeira,First Baseman,Both,Right,Contract Info Unavailable,Mark Charles Teixeira 
850,Starlin,Castro,Shortstop and Second Baseman,Right,Right,"Signed thru 2019, 8 yrs/$60.57M (12-19) & 20 team option",Starlin DeJesus Castro 
851,Didi,Gregorius,Shortstop,Left,Right,"Signed thru 2017, 1 yr/$5.1M (17)",Mariekson Julius Gregorius 
852,Chase,Headley,Third Baseman and Leftfielder,Both,Right,"Signed thru 2018, 4 yrs/$52M (15-18)",Chase Jordan Headley 
853,Brett,Gardner,Outfielder,Left,Left,"Signed thru 2018, 4 yrs/$52M (15-18) & 19 team option",Brett M. Gardner 
854,Jacoby,Ellsbury,Centerfielder,Left,Left,"Signed thru 2020, 7 yrs/$153M (14-20) & 21 team option",Jacoby McCabe Ellsbury 
855,Aaron,Hicks,Outfielder,Both,Right,"Signed thru 2017, 1 yr/$1.35M (17)",Aaron Michael Hicks 
856,Alex,Rodriguez,Shortstop and Third Baseman,Right,Right,Contract Info Unavailable,Alexander Enmanuel Rodriguez 
857,Carlos,Beltran,Centerfielder,Both,Right,"Signed thru 2017, 1 yr/$16M (17)",Carlos Ivan Beltran 
858,Gary,Sanchez,First Baseman,Right,Right,Contract Info Unavailable,Gabriel Sanchez 
859,Austin,Romine,Catcher and First Baseman,Right,Right,"Signed thru 2017, 1 yr/$805k (17)",Austin Allen Romine 
860,Rob,Refsnyder,"Rightfielder, First Baseman and Second Baseman",Right,Right,Pre-Arb Eligible,Robert Daniel Refsnyder 
861,Ronald,Torreyes,"Third Baseman, Shortstop and Second Baseman",Right,Right,"Signed thru 2017, 1 yr/$562k (17)",Ronald Alcides (Solorsano) Torreyes 
862,Aaron,Judge,Rightfielder,Right,Right,"Signed thru 2017, 1 yr/$545k (17)",Aaron James Judge 
863,Tyler,Austin,First Baseman and Outfielder,Right,Right,"Signed thru 2017, 1 yr/$544k (17)",Christopher Tyler Austin 
864,Dustin,Ackley,"Leftfielder, Second Baseman and First Baseman",Left,Right,3rd-Year Arb Eligible,Dustin Michael Ackley 
865,Billy,Butler,Rightfielder,Unknown,Unknown,Contract Info Unavailable,William J. Butler 
866,Mason,Williams,Pitcher,Right,Right,Contract Info Unavailable,Marshall McDiarmid Williams 
867,Donovan,Solano,"Second Baseman, Third Baseman and Shortstop",Right,Right,1st-Year Arb Eligible,Donovan (Preciado) Solano 
868,Ike,Davis,Shortstop,Right,Right,Contract Info Unavailable,Isaac Marion Davis 
869,Ben,Gamel,Rightfielder,Left,Left,Pre-Arb Eligible,Benjamin Joseph Gamel 
870,Chris,Parmelee,Rightfielder and First Baseman,Left,Left,1st-Year Arb Eligible,Christopher Matthew Parmelee 
871,Eric,Young,Second Baseman and Leftfielder,Right,Right,Contract Info Unavailable,Eric Orlando Young Sr.
872,Nathan,Eovaldi,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$2M (17) & 18 team option",Nathan Edward Eovaldi 
873,Ivan,Nova,Pitcher,Right,Right,"Signed thru 2019, 3 yrs/$26M (17-19)",Ivan Manuel (Guance) Nova 
874,Chad,Green,Pitcher,Left,Left,Contract Info Unavailable,Christopher DeWayne Green 
875,Masahiro,Tanaka,Pitcher,Right,Right,"Signed thru 2019, 7 yrs/$155M (14-20)",Masahiro Tanaka 
876,CC,Sabathia
877,Michael,Pineda,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$7.4M (17)",Michael Francisco (Paulino) Pineda 
878,Branden,Pinder,Pitcher,Right,Right,Pre-Arb Eligible,Branden Henry Pinder 
879,Johnny,Barbato,Pitcher,Right,Right,Pre-Arb Eligible,John Edward Barbato 
880,Bryan,Mitchell,Pitcher,Left,Right,"Signed thru 2017, 1 yr/$551k (17)",Bryan Bedford Mitchell 
881,Luis,Cessa,Pitcher,Right,Right,Pre-Arb Eligible,Luis Enrique Cessa 
882,Richard,Bleier,Pitcher,Left,Left,Pre-Arb Eligible,Richard Sidney Bleier 
883,Dellin,Betances,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$3M (17)",Dellin Betances 
884,James,Pazos,Pitcher,Right,Left,"Signed thru 2017, 1 yr/$537k (17)",James Manuel Pazos 
885,Phil,Coke,Pitcher,Left,Left,Contract Info Unavailable,Phillip Douglas Coke 
886,Tyler,Olson,Pitcher,Right,Left,Pre-Arb Eligible,Tyler Ray Olson 
887,Ben,Heller,Pitcher,Right,Right,Pre-Arb Eligible,Benjamin Heller 
888,Jonathan,Holder,Catcher and Pinch Hitter,Left,Right,Contract Info Unavailable,Joseph Francis Holden 
889,Nick,Goody,Pitcher,Right,Right,Pre-Arb Eligible,Nicholas Gunnar Goody 
890,Kirby,Yates,Pitcher,Left,Right,Pre-Arb Eligible,Kirby Kali Yates 
891,Luis,Severino,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$551k (17)",Luis Severino 
892,Anthony,Swarzak,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$900k (17)",Anthony Ray Swarzak 
893,Blake,Parker,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$560k (17)",Richard Blake Parker 
894,Conor,Mullee,Pitcher,Right,Right,Contract Info Unavailable,Conor Joseph Mullee 
895,Chasen,Shreve,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$552k (17)",Chasen Dean Shreve 
896,Stephen,Vogt,"Catcher, First Baseman and Rightfielder",Left,Right,"Signed thru 2017, 1 yr/$2.97M (17)",Stephen Guy Vogt 
897,Yonder,Alonso,First Baseman,Left,Right,"Signed thru 2017, 1 yr/$4M (17)",Yonder Alonso 
898,Jed,Lowrie,"Shortstop, Second Baseman and Third Baseman",Both,Right,"Signed thru 2017, 3 yrs/$23M (15-17) & 18 team option",Jed Carlson Lowrie 
899,Marcus,Semien,"Shortstop, Third Baseman and Second Baseman",Right,Right,"Signed thru 2017, 1 yr/$545k (17)",Marcus Andrew Semien 
900,Ryon,Healy,Third Baseman and First Baseman,Right,Right,"Signed thru 2017, 1 yr/$538k (17)",Ryon Christopher Healy 
901,Khris,Davis,Leftfielder,Right,Right,"Signed thru 2017, 1 yr/$5M (17)",Khristopher Adrian Davis 
902,Danny,Valencia,"Third Baseman, Outfielder and First Baseman",Right,Right,"Signed thru 2017, 1 yr/$5.5M (17)",Daniel Paul Valencia 
903,Jake,Smolinski,Outfielder,Right,Right,"Signed thru 2017, 1 yr/$545k (17)",Jacob Michael Smolinski 
904,Max,Muncy,"First Baseman, Second Baseman and Rightfielder",Left,Right,Contract Info Unavailable,Maxwell Steven Muncy 
905,Joey,Wendle,Second Baseman,Left,Right,"Signed thru 2017, 1 yr/$535k (17)",Joseph Patrick Wendle 
906,Bruce,Maxwell,Catcher,Left,Right,Pre-Arb Eligible,Bruce Tyrone Maxwell 
907,Josh,Phegley,Catcher,Right,Right,"Signed thru 2017, 1 yr/$545k (17)",Joshua Aaron Phegley 
908,Chad,Pinder,"Second Baseman, Shortstop and Pinch Hitter",Right,Right,Pre-Arb Eligible,Chadwick Hudson Pinder 
909,Tyler,Ladendorf,"Second Baseman, Outfielder and Third Baseman",Right,Right,Pre-Arb Eligible,Tyler James Ladendorf 
910,Matt,McBride,Pitcher,Left,Left,Contract Info Unavailable,Joseph Macay McBride 
911,Mark,Canha,First Baseman and Leftfielder,Right,Right,"Signed thru 2017, 1 yr/$545k (17)",Mark David Canha 
912,Matt,Olson,Second Baseman,Right,Right,Contract Info Unavailable,Marvin Clement Olson 
913,Arismendy,Alcantara,Centerfielder and Second Baseman,Both,Right,"Signed thru 2017, 1 yr/$538k (17)",Arismendy Alcantara 
914,Renato,Nunez,Designated Hitter and Pinch Hitter,Right,Right,Pre-Arb Eligible,Renato Rafael Nunez 
915,Andrew,Lambo,Pinch Hitter and Rightfielder,Left,Left,Pre-Arb Eligible,Andrew Francis Lambo 
916,Daniel,Mengden,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$538k (17)",Daniel Joseph Mengden 
917,Kendall,Graveman,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$545k (17)",Kendall Chase Graveman 
918,Sonny,Gray,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$3.58M (17)",Sonny Douglas Gray 
919,Zach,Neal,Pitcher,Right,Right,Pre-Arb Eligible,Zachary Sheridan Neal 
920,Sean,Manaea,Pitcher,Right,Left,"Signed thru 2017, 1 yr/$538k (17)",Sean Anthony Manaea 
921,Andrew,Triggs,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$538k (17)",Andrew Austin Triggs 
922,Ryan,Madson,Pitcher,Left,Right,"Signed thru 2018, 3 yrs/$22M (16-18)",Ryan Michael Madson 
923,Jesse,Hahn,Pitcher,Right,Right,Pre-Arb Eligible,Jesse Allen Hahn 
924,J.B.,Wendelken,Pitcher,Right,Right,Contract Info Unavailable,Jeffrey Benjamin Wendelken 
925,Eric,Surkamp,Pitcher,Left,Left,Contract Info Unavailable,Eric Michael Surkamp 
926,John,Axford,Pitcher,Right,Right,"Signed thru 2017, 2 yrs/$10M (16-17)",John Berton Axford 
927,Daniel,Coulombe,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$538k (17)",Daniel Paul Coulombe 
928,Sean,Doolittle,Pitcher,Left,Left,"Signed thru 2018, 5 yrs/$10.5M (14-18) & 19-20 team option",Sean Robert Doolittle 
929,Jharel,Cotton,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$535k (17)",Jharel Leandre Cotton 
930,Dillon,Overton,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$537k (17)",Dillon Ray Overton 
931,Patrick,Schuster,Pitcher,Right,Left,Pre-Arb Eligible,Patrick James Schuster 
932,Ryan,Dull,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$540k (17)",Ryan Christopher Dull 
933,Chris,Smith,Third Baseman and Second Baseman,Unknown,Unknown,Contract Info Unavailable,Charles J. Smith 
934,Fernando,Rodriguez,Pitcher,Right,Right,Contract Info Unavailable,Felix Antonio Rodriguez 
935,Liam,Hendriks,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$1.1M (17)",Liam Johnson Hendriks 
936,Chris,Bassitt,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$540k (17)",Christopher M. Bassitt 
937,Raul,Alcantara,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$535k (17)",Raul Alcantara 
938,Marc,Rzepczynski,Pitcher,Left,Left,"Signed thru 2018, 2 yrs/$11M (17-18)",Marc Walter Rzepczynski 
939,Cameron,Rupp,Catcher,Right,Right,"Signed thru 2017, 1 yr/$565k (17)",Cameron Arthur Rupp 
940,Tommy,Joseph,First Baseman,Right,Right,"Signed thru 2017, 1 yr/$543k (17)",Thomas Richard Joseph 
941,Cesar,Hernandez,Outfielder and Pinch Hitter,Right,Right,Contract Info Unavailable,Cesar Dario (Perez) Hernandez 
942,Freddy,Galvis,"Shortstop, Second Baseman and Third Baseman",Both,Right,"Signed thru 2017, 1 yr/$4.35M (17)",Freddy Jose Galvis 
943,Maikel,Franco,"Pinch Hitter, First Baseman and Third Baseman",Left,Right,Contract Info Unavailable,Matthew Neil Franco 
944,Cody,Asche,Third Baseman and Leftfielder,Left,Right,"Signed thru 2017, 1 yr/$535k (17)",Cody James Asche 
945,Odubel,Herrera,Centerfielder,Left,Right,"Signed thru 2021, 5 yrs/$30.5M (17-21) & 22-23 team option",David Odubel Herrera 
946,Peter,Bourjos,Centerfielder,Right,Right,"Signed thru 2017, 1 yr/$1.35M (17)",Peter Christopher Bourjos 
947,Ryan,Howard,First Baseman,Left,Left,Free Agent,Ryan James Howard 
948,Tyler,Goeddel,Leftfielder,Right,Right,Pre-Arb Eligible,Tyler David Goeddel 
949,Aaron,Altherr,Outfielder,Right,Right,"Signed thru 2017, 1 yr/$539k (17)",Aaron Samuel Altherr 
950,Andres,Blanco,"Second Baseman, Shortstop and Third Baseman",Both,Right,"Signed thru 2017, 1 yr/$3M (17)",Andres Eloy (Perez) Blanco 
951,Jimmy,Paredes,"Rightfielder, Designated Hitter and Third Baseman",Both,Right,Contract Info Unavailable,Jimmy Santiago (Terrero) Paredes 
952,Darin,Ruf,"First Baseman, Leftfielder and Pinch Hitter",Right,Right,Contract Info Unavailable,Darin Cortland Ruf 
953,David,Lough,Outfielder,Left,Left,1st-Year Arb Eligible,David Dennis Lough 
954,Roman,Quinn,Leftfielder,Both,Right,Pre-Arb Eligible,Roman Tredarian Quinn 
955,Emmanuel,Burriss,Second Baseman and Shortstop,Both,Right,2nd-Year Arb Eligible,Emmanuel Allen Burriss 
956,Cedric,Hunter,Leftfielder and Pinch Hitter,Left,Left,Contract Info Unavailable,Cedric Scott Hunter 
957,Taylor,Featherston,"Third Baseman, Second Baseman and Shortstop",Right,Right,Pre-Arb Eligible,Taylor Joseph Featherston 
958,Jorge,Alfaro,Catcher and Pinch Hitter,Right,Right,Pre-Arb Eligible,Jorge Mario (Buelvas) Alfaro 
959,Jeremy,Hellickson,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$17.2M (17)",Jeremy Robert Hellickson 
960,Jerad,Eickhoff,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$552k (17)",Jerad Joseph Eickhoff 
961,Vince,Velasquez,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$547k (17)",Vincent John Velasquez 
962,Adam,Morgan,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$539k (17)",Adam Christopher Morgan 
963,Aaron,Nola,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$544k (17)",Aaron Michael Nola 
964,Zach,Eflin,Pitcher,Right,Right,Pre-Arb Eligible,Zachary Adams Eflin 
965,Jake,Thompson,First Baseman,Left,Left,Contract Info Unavailable,Jason Dolph Thompson 
966,Alec,Asher,Pitcher,Right,Right,Pre-Arb Eligible,Alec Edward Asher 
967,Charlie,Morton,"Outfielder, Third Baseman and Second Baseman",Right,Right,Contract Info Unavailable,Charles Hazen Morton 
968,Phil,Klein,Pitcher,Right,Right,Contract Info Unavailable,Phil William Klein 
969,Frank,Herrmann,Pitcher,Left,Right,Contract Info Unavailable,Frank Joseph Herrmann 
970,Severino,Gonzalez,Pitcher,Right,Right,Pre-Arb Eligible,Severino Yunier (Cruz) Gonzalez 
971,Luis,Garcia,Shortstop and Second Baseman,Right,Right,Contract Info Unavailable,Luis Rafael Garcia 
972,Colton,Murray
973,Edubray,Ramos,Pitcher,Right,Right,Contract Info Unavailable,Edgar Jose (Malave) Ramos 
974,Jeanmar,Gomez,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$4.2M (17)",Jeanmar Alejandro Gomez 
975,Daniel,Stumpf,Pitcher,Left,Left,Pre-Arb Eligible,Daniel Arthur Stumpf 
976,Elvis,Araujo,Pitcher,Left,Left,Contract Info Unavailable,Elvis Alejandro Araujo 
977,Dalier,Hinojosa,Pitcher,Right,Right,Pre-Arb Eligible,Dalier (Hernandez) Hinojosa 
978,David,Hernandez,Pitcher,Right,Right,Free Agent,David Jose Hernandez 
979,Hector,Neris,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$558k (17)",Hector Neris 
980,James,Russell,Pitcher,Right,Right,Contract Info Unavailable,Jack Erwin Russell 
981,Joely,Rodriguez,Second Baseman and First Baseman,Right,Right,Contract Info Unavailable,Jose Rodriguez 
982,Michael,Mariot,Pitcher,Right,Right,Pre-Arb Eligible,Michael Ryan Mariot 
983,Francisco,Cervelli,Catcher,Right,Right,"Signed thru 2019, 3 yrs/$31M (17-19)",Francisco Cervelli 
984,John,Jaso,Catcher and First Baseman,Left,Right,"Signed thru 2017, 2 yrs/$8M (16-17)",John Edward Jaso 
985,Josh,Harrison,"Third Baseman, Second Baseman and Shortstop",Right,Right,Contract Info Unavailable,Joseph C. Harrington 
986,Jordy,Mercer,First Baseman,Left,Left,Contract Info Unavailable,John Locke Mercer 
987,Jung,Ho Kang
988,Starling,Marte,Leftfielder,Right,Right,"Signed thru 2019, 6 yrs/$31M (14-19) & 20-21 team option",Starling Javier Marte 
989,Andrew,McCutchen,Centerfielder,Right,Right,"Signed thru 2017, 6 yrs/$51.5M (12-17) & 18 team option",Andrew Stefan McCutchen 
990,Gregory,Polanco,Rightfielder,Left,Left,"Signed thru 2021, 5 yrs/$35M (17-21) & 22-23 team option",Gregory Polanco 
991,David,Freese,Third Baseman and First Baseman,Right,Right,"Signed thru 2018, 2 yrs/$11M (17-18) & 19 team option",David Richard Freese 
992,Sean,Rodriguez,"Second Baseman, First Baseman and Outfielder",Right,Right,"Signed thru 2018, 2 yrs/$11.5M (17-18)",Sean John Rodriguez 
993,Matthew,Joyce,Outfielder,Left,Right,"Signed thru 2018, 2 yrs/$11M (17-18)",Matthew Ryan Joyce 
994,Adam,Frazier,"Outfielder, Second Baseman and Third Baseman",Left,Right,"Signed thru 2017, 1 yr/$550k (17)",Adam Timothy Frazier 
995,Josh,Bell,Third Baseman,Both,Right,Contract Info Unavailable,Joshua Lee Bell 
996,Chris,Stewart,Catcher,Right,Right,"Signed thru 2017, 2 yrs/$3M (16-17) & 18 team option",Christopher David Stewart 
997,Eric,Fryer,Catcher,Right,Right,"Signed thru 2017, 1 yr/$675k (17)",Eric Joseph Fryer 
998,Alen,Hanson,"Pinch Hitter, Pinch Runner and Second Baseman",Both,Right,"Signed thru 2017, 1 yr/$542k (17)",Alen Rery (Michel) Hanson 
999,Jason,Rogers,Catcher,Right,Right,Contract Info Unavailable,Jay Lewis Rogers 
1000,Cole,Figueroa,"Pinch Hitter, Second Baseman and Third Baseman",Left,Right,Contract Info Unavailable,Stephen Cole Figueroa 
1001,Pedro,Florimon,Shortstop and Second Baseman,Both,Right,Pre-Arb Eligible,Pedro Alexander Florimon Jr.
1002,Jacob,Stallings,Catcher and Pinch Hitter,Right,Right,Pre-Arb Eligible,Jacob Daniel Stallings 
1003,Mike,Morse,"Outfielder, First Baseman and Shortstop",Right,Right,Free Agent,Michael John Morse 
1004,Elias,Diaz,Pinch Hitter and Catcher,Right,Right,Pre-Arb Eligible,Elias David (Soto) Diaz 
1005,Max,Moroff,Pinch Hitter,Both,Right,Pre-Arb Eligible,Maxwell Anthony Moroff 
1006,Gerrit,Cole,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$3.75M (17)",Gerrit Alan Cole 
1007,Francisco,Liriano,Pitcher,Left,Left,"Signed thru 2017, 3 yrs/$39M (15-17)",Francisco Casillas Liriano 
1008,Jeff,Locke,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$3.03M (17)",Jeffrey Alan Locke 
1009,Jameson,Taillon,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$555k (17)",Jameson Lee Taillon 
1010,Chad,Kuhl,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$550k (17)",Chad Michael Kuhl 
1011,Ryan,Vogelsong,Pitcher,Right,Right,Contract Info Unavailable,Ryan Andrew Vogelsong 
1012,Juan,Nicasio,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$3.65M (17)",Juan Ramon Nicasio 
1013,Steven,Brault,Pitcher,Left,Left,Pre-Arb Eligible,Steven Joseph Brault 
1014,Tyler,Glasnow,Pitcher,Left,Right,"Signed thru 2017, 1 yr/$541k (17)",Tyler Allen Glasnow 
1015,A.J.,Schugel,Pitcher,Right,Right,Pre-Arb Eligible,Andrew Jeffrey Schugel 
1016,Wilfredo,Boscan,Pitcher,Right,Right,Pre-Arb Eligible,Wilfredo Jose (Fernandez) Boscan 
1017,Trevor,Williams,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$544k (17)",Trevor Anthony Williams 
1018,Kyle,Lobstein,Pitcher,Left,Left,Contract Info Unavailable,Kyle Eric Lobstein 
1019,Arquimedes,Caminero,Pitcher,Right,Right,Contract Info Unavailable,Arquimedes Euclides Caminero 
1020,Tony,Watson,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$5.6M (17)",Anthony Michael Watson 
1021,Wade,LeBlanc,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$800k (17) & 18 team option",Wade Matthew LeBlanc 
1022,Drew,Hutchison,Pitcher,Left,Right,"Signed thru 2017, 1 yr/$2.3M (17)",Andrew Scott Hutchison 
1023,Jared,Hughes,Pitcher and Outfielder,Right,Right,Contract Info Unavailable,James H. Hughes 
1024,Mark,Melancon,Pitcher,Right,Right,"Signed thru 2020, 4 yrs/$62M (17-20)",Mark D. Melancon 
1025,Cory,Luebke,Pitcher,Right,Left,3rd-Year Arb Eligible,Cory Robert Luebke 
1026,Felipe,Rivero,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$565k (17)",Felipe Javier Rivero 
1027,Curtis,Partch,Pitcher,Right,Right,Contract Info Unavailable,Curtis Partch 
1028,Neftali,Feliz,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$5.35M (17)",Neftali (Antonio) Feliz 
1029,Jorge,Rondon,Pitcher,Right,Right,Contract Info Unavailable,Jorge Leonardo Rondon 
1030,Zach,Phillips,Pitcher,Left,Left,Pre-Arb Eligible,Zachary David Phillips 
1031,Kelvin,Marte,Shortstop,Both,Right,Pre-Arb Eligible,Ketel Ricardo (Valdez) Marte 
1032,Derek,Norris,Catcher and First Baseman,Right,Right,"Signed thru 2017, 1 yr/$1.2M (17)",Derek Russell Norris 
1033,Wil,Myers,Rightfielder and First Baseman,Right,Right,"Signed thru 2022, 6 yrs/$83M (17-22) & 23 team option",William Bradford Myers 
1034,Ryan,Schimpf,Second Baseman and Third Baseman,Left,Right,"Signed thru 2017, 1 yr/$546k (17)",Ryan Michael Schimpf 
1035,Alexei,Ramirez,Pitcher,Right,Right,Contract Info Unavailable,Daniel Allan Ramirez 
1036,Yangervis,Solarte,"Third Baseman, Second Baseman and First Baseman",Both,Right,"Signed thru 2018, 2 yrs/$7.5M (17-18) & 19-20 team option",Yangervis Alfredo Solarte 
1037,Melvin,Upton
1038,Travis,Jankowski,Outfielder,Left,Right,"Signed thru 2017, 1 yr/$544k (17)",Travis Paul Jankowski 
1039,Jon,Jay,Pitcher,Both,Right,Contract Info Unavailable,Joseph Richard Jay 
1040,Alex,Dickerson,Leftfielder and Pinch Hitter,Left,Left,"Signed thru 2017, 1 yr/$542k (17)",Alexander Ross Dickerson 
1041,Brett,Wallace,"First Baseman, Pinch Hitter and Third Baseman",Left,Right,Contract Info Unavailable,Brett Alexander Wallace 
1042,Adam,Rosales,"Second Baseman, Third Baseman and Shortstop",Right,Right,"Signed thru 2017, 1 yr/$1.25M (17)",Adam Marcos Rosales 
1043,Christian,Bethancourt,"Catcher, Outfielder and Pitcher",Right,Right,"Signed thru 2017, 1 yr/$542k (17)",Christian Gabriel Bethancourt 
1044,Alexi,Amarista,"Outfielder, Shortstop and Second Baseman",Left,Right,"Signed thru 2017, 1 yr/$1.25M (17) & 18 team option",Alexi Jose (Azocar) Amarista 
1045,Luis,Sardinas,"Shortstop, Second Baseman and Third Baseman",Both,Right,"Signed thru 2017, 1 yr/$542k (17)",Luis Alexander (Avilez) Sardinas 
1046,Jabari,Blash,Rightfielder and Pinch Hitter,Right,Right,Pre-Arb Eligible,Jabari Jerell Blash 
1047,Jemile,Weeks,Second Baseman,Both,Right,Contract Info Unavailable,Jemile Nykiwa Weeks 
1048,Cory,Spangenberg,"Second Baseman, Third Baseman and Outfielder",Left,Right,Pre-Arb Eligible,Cory Joseph Spangenberg 
1049,Jose,Pirela,Second Baseman and Outfielder,Right,Right,Pre-Arb Eligible,Jose Manuel Pirela 
1050,Manuel,Margot,Centerfielder,Right,Right,"Signed thru 2017, 1 yr/$536k (17)",Manuel (Gomez) Margot 
1051,Hunter,Renfroe,Rightfielder,Right,Right,"Signed thru 2017, 1 yr/$536k (17)",Dustin Hunter Renfroe 
1052,Austin,Hedges,Catcher,Right,Right,"Signed thru 2017, 1 yr/$537k (17)",Austin Charles Hedges 
1053,Jose,Rondon,Shortstop,Right,Right,Pre-Arb Eligible,Jose Gregorio (Hidalgo) Rondon 
1054,Carlos,Asuaje,Second Baseman,Left,Right,Pre-Arb Eligible,Carlos A. Asuaje 
1055,Nick,Noonan,"Pinch Hitter, Second Baseman and Third Baseman",Left,Right,Pre-Arb Eligible,Nicholas Murphy Noonan 
